reviewId,sentenceId,text,aspect_term,polarity
_417,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,1
_418,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service,1
_419,1417496:0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,1
_420,1417496:1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,1
_421,1417496:2,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,1
_422,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,1
_423,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,1
_424,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal,1
_425,1417496:4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",restaurant,1
_426,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,view,1
_427,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,service,1
_428,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,ambiance,1
_429,1430994:1,The staff offers impeccable service.,staff,1
_430,1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,1
_431,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder,1
_432,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Lobster Bisque,1
_433,1430994:6,My boyfriend had Prime Rib it was good .,Prime Rib,1
_434,1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,bottles of Korbett,1
_435,1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,1
_436,1431154:1,If you like spicy food get the chicken vindaloo.,chicken vindaloo,1
_437,1432551:0,Go to Volare for 1st class service and terrific food.,service,1
_438,1432551:0,Go to Volare for 1st class service and terrific food.,food,1
_439,1432551:1,The portions are large and the servers always surprise us with a different starter.,portions,1
_440,1432551:1,The portions are large and the servers always surprise us with a different starter.,servers,1
_441,1432551:2,The wine list is excellent.,wine list,1
_442,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,food,1
_443,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,selection of wines,1
_444,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,Chef's tasting menu,1
_445,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,1
_446,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,-1
_447,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,1
_448,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,-1
_449,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,prixe fixe tasting menu,1
_450,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,prixe fixe tasting menu,1
_451,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,0
_452,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,-1
_453,1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,menu,-1
_454,1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino,-1
_455,1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,0
_456,1448587:4,Problem is nothing at Prune is particularly memorable.,Prune,-1
_457,1451107:0,This place is so much fun.,place,1
_458,1451107:1,Our family never expected such incredible entertainment in a restaurant.,restaurant,1
_459,1451107:4,Our food was great too!,food,1
_460,1451107:5,And really large portions.,portions,1
_461,1451107:6,The staff was the friendliest that have seen in New York.,staff,1
_462,1451109:0,If you want something really different than try Jekyll and Hyde.,Jekyll and Hyde,1
_463,1451109:2,The food was pretty tradional but it was hot and good with large portions.,food,1
_464,1451109:2,The food was pretty tradional but it was hot and good with large portions.,portions,1
_465,1457607:0,The place is a lot of fun.,place,1
_466,1457607:2,The characters really make for an enjoyable experience.,characters,1
_467,1457607:3,"The food however, is what one might expect.",food,-1
_468,1457607:5,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",Jeckll and Hydes,1
_469,1459569:1,Service was slow had to wait to order and get food although not crowded.,Service,-1
_470,1459569:2,Drinks way over priced.,Drinks,-1
_471,1459569:3,Food was good not great not worth the wait or another visit,Food,0
_472,1460715:0,Great pizza for lunch place.,pizza,1
_473,1460715:1,Service was quick.,Service,1
_474,1460715:2,The pizza was great.,pizza,1
_475,1460715:4,Have the iced tea.,iced tea,1
_476,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish,1
_477,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,1
_478,1470286:1,Delivery is fast too.,Delivery,1
_479,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,1
_480,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",seating,1
_481,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",Delivery,1
_482,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",sushi,1
_483,1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,1
_484,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,1
_485,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,1
_486,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,salads,1
_487,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,1
_488,1470334:4,The lox is always fresh too.,lox,1
_489,1471273:2,Not impressed with the food.,food,-1
_490,1471273:3,Prices too high for this cramped and unappealing resturant.,resturant,-1
_491,1471273:3,Prices too high for this cramped and unappealing resturant.,resturant,-1
_492,1471273:4,Zero ambiance to boot.,ambiance,-1
_493,1476493:0,I thought this place was totally overrated.,place,-1
_494,1476493:2,"The ambience was nice, but service wasn't so great.",ambience,1
_495,1476493:2,"The ambience was nice, but service wasn't so great.",service,-1
_496,1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Shabu-Shabu Restaurant,1
_497,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,1
_498,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,1
_499,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,Shabu-Shabu,1
_500,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,1
_501,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,1
_502,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,1
_503,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,1
_504,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,-1
_505,1486041:4,Taxan delicious!,Taxan,1
_506,1490757:2,The prices were CHEAP compared to the quality of service and food.,service,1
_507,1490757:2,The prices were CHEAP compared to the quality of service and food.,food,1
_508,1496205:1,The location and ambience is Ok but the food is what makes up for it.,location,0
_509,1496205:1,The location and ambience is Ok but the food is what makes up for it.,ambience,0
_510,1496205:1,The location and ambience is Ok but the food is what makes up for it.,food,1
_511,1496205:3,Try green curry with vegetables.,green curry with vegetables,1
_512,1496205:5,"The service is ok, some of the people didn't get what they asked for.",service,0
_513,1496707:1,I had the best ravioli ever.,ravioli,1
_514,1496707:2,The wine the service was very good too.,wine,1
_515,1496707:2,The wine the service was very good too.,service,1
_516,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria,1
_517,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria,1
_518,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,1
_519,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",dishes,1
_520,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",specials,1
_521,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular menu-fare,1
_522,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle,1
_523,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",lamb glazed with balsamic vinegar,1
_524,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,1
_525,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food,1
_526,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,1
_527,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,-1
_528,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,1
_529,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,1
_530,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,1
_531,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,1
_532,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",marinara/arrabiatta sauce,1
_533,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",mozzarella en Carozza,1
_534,1506491:2,Check out the secret back room.,back room,1
_535,1506491:5,Thank You Emilio.,Emilio,1
_536,1538149:0,"I found the food, service and value exceptional everytime I have been there.",food,1
_537,1538149:0,"I found the food, service and value exceptional everytime I have been there.",service,1
_538,1538149:1,The food was authentic.,food,1
_539,1538149:3,The service was excellent - friendly and attentive.,service,1
_540,1538149:5,Very good wine choices.,wine choices,1
_541,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,pizza,1
_542,1543345:2,Get the pepperoni - YUM - and a family style salad.,pepperoni,1
_543,1543345:2,Get the pepperoni - YUM - and a family style salad.,family style salad,1
_544,1543345:3,Great staff.,staff,1
_545,1543345:4,Always great service!,service,1
_546,1561259:0,"The food is good, I can't lie.",food,1
_547,1561259:1,But the staff was so horrible to us.,staff,-1
_548,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess,-1
_549,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,waitress,-1
_550,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,-1
_551,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",place,-1
_552,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",food,1
_553,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",service,-1
_554,1572027:1,Amma is nothing special.,Amma,0
_555,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,dishes,-1
_556,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,dishes,-1
_557,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",vegetarian dishes,-1
_558,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",non-veg selections,1
_559,1572033:1,Decor is nice though service can be spotty.,Decor,1
_560,1572033:1,Decor is nice though service can be spotty.,service,-1
_561,1572033:2,This place is always packed.,place,0
_562,1572033:4,"Most importantly, food is excellent.",food,1
_563,1572033:5,Try the sea bass.,sea bass,1
_564,1573534:0,First of all Dal Bukhara Rocks.,Dal Bukhara,1
_565,1573534:3,I am happy i did the food was awsome.,food,1
_566,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,1
_567,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,1
_568,1577714:1,Haru on Park S is simply disgusting.,Haru on Park S,-1
_569,1577714:2,The fish was not fresh and the rice tasted old and stale.,fish,-1
_570,1577714:2,The fish was not fresh and the rice tasted old and stale.,rice,-1
_571,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",sushi,-1
_572,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,sushi,-1
_573,1586174:2,not sure why this restaurant would be rated that highly.,restaurant,-1
_574,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,all-u-can-eat sushi,-1
_575,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",menu,-1
_576,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",ingredients,-1
_577,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",fish,-1
_578,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",rice,-1
_579,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",soy sauce,-1
_580,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",rice,-1
_581,1586174:6,the waitstaffs are nice though.,waitstaffs,1
_582,1603698:0,I have been to Roth's twice and both times were very disappointing.,Roth's,-1
_583,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,-1
_584,1603698:5,"The dinner was ok, nothing I would have again.",dinner,-1
_585,1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,-1
_586,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,meal,1
_587,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,room,1
_588,1606837:2,The service was attentive.,service,1
_589,1609375:0,Planet Thai is great!,Planet Thai,1
_590,1609375:1,"We love the food, drinks, and atmosphere!",food,1
_591,1609375:1,"We love the food, drinks, and atmosphere!",drinks,1
_592,1609375:1,"We love the food, drinks, and atmosphere!",atmosphere,1
_593,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc,-1
_594,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",restaurant,1
_595,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,1
_596,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",portions,1
_597,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",food,1
_598,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,-1
_599,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,-1
_600,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,1
_601,1615322:1,Chennai Garden is my favorite Indian restaurant in the city.,Chennai Garden,1
_602,1615322:2,They have authentic Indian at amazin prices.,Indian,1
_603,1615322:2,They have authentic Indian at amazin prices.,Indian,1
_604,1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,dishes,-1
_605,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,-1
_606,1615322:5,It's a rather cramped and busy restaurant and it closes early.,restaurant,-1
_607,1615322:5,It's a rather cramped and busy restaurant and it closes early.,restaurant,-1
_608,1623276:0,Patroon features a nice cigar bar and has great staff.,cigar bar,1
_609,1623276:0,Patroon features a nice cigar bar and has great staff.,staff,1
_610,1623276:1,The food is tasty and portion sizes are appropriate.,food,1
_611,1623276:1,The food is tasty and portion sizes are appropriate.,portion sizes,1
_612,1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,restaurant,1
_613,1623276:3,Not a great place for family or general dining.,place,-1
_614,1626564:0,LLOOVVE THIS PLACE.,PLACE,1
_615,1626564:1,Food is excellent.,Food,1
_616,1626564:2,Fish is so very fresh.,Fish,1
_617,1626564:3,Waitstaff are very friendly.,Waitstaff,1
_618,1626564:4,Love YUKA.,YUKA,1
_619,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,seafood,1
_620,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,Mermaid Inn,1
_621,1632445:1,The menu is limited but almost all of the dishes are excellent.,menu,-1
_622,1632445:1,The menu is limited but almost all of the dishes are excellent.,dishes,1
_623,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich,1
_624,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,spaghetti with Scallops and Shrimp,1
_625,1632445:3,The service is good and ambience is good for a date or group outing.,service,1
_626,1632445:3,The service is good and ambience is good for a date or group outing.,ambience,1
_627,1632445:4,The only fallback on this restaurant is the prices.,restaurant,-1
_628,1632445:5,"Even though its good seafood, the prices are too high.",seafood,1
_629,1632445:5,"Even though its good seafood, the prices are too high.",seafood,-1
_630,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,1
_631,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,-1
_632,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,lobster sandwich,-1
_633,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,1
_634,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",halibut special,1
_635,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",steak,1
_636,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,1
_637,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,1
_638,1632929:5,Truly the mark of an attentive waiter.,waiter,1
_639,1632929:6,I highly recommend the restaurant based on our experience last night.,restaurant,1
_640,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,-1
_641,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,foods,-1
_642,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,1
_643,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",drunken chicken,1
_644,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,1
_645,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,1
_646,1649025:2,The food is so cheap and the waiters are nice.,food,1
_647,1649025:2,The food is so cheap and the waiters are nice.,waiters,1
_648,1655504:0,Have frequented 'ino for several years and the food remains excellent.,food,1
_649,1655504:1,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,1
_650,1655504:1,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,1
_651,1655504:1,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,1
_652,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,1
_653,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,1
_654,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,1
_655,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)","asparagus, truffle oil, parmesan bruschetta",1
_656,1655504:4,Wine list is extensive without being over-priced.,Wine list,1
_657,1655504:4,Wine list is extensive without being over-priced.,Wine list,1
_658,1655504:5,"Be sure to try the seasonal, and always delicious, specials.",specials,1
_659,1655521:0,I loved this place!!,place,1
_660,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,1
_661,1655521:2,"The food was very good, a great deal, and the place its self was great.",food,1
_662,1655521:2,"The food was very good, a great deal, and the place its self was great.",food,1
_663,1655521:2,"The food was very good, a great deal, and the place its self was great.",place,1
_664,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,1
_665,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,-1
_666,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",Cafe Noir,1
_667,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,-1
_668,1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,-1
_669,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,-1
_670,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress,-1
_671,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,-1
_672,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",Cafe Noir,1
_673,1661043:0,Pizza here is consistently good.,Pizza,1
_674,1661043:1,Salads are a delicious way to begin the meal.,Salads,1
_675,1661043:2,You should pass on the calamari.,calamari,-1
_676,1661043:4,Decor is charming.,Decor,1
_677,1661043:5,Service is average.,Service,0
_678,1661757:0,What a great place.,place,1
_679,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,1
_680,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,1
_681,1661757:4,I would definitely recommend SEA if you like thai cuisine!,thai cuisine,1
_682,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,-1
_683,1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,-1
_684,1663111:0,I absolutely Loved this place.,place,1
_685,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,1
_686,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",dishes,1
_687,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",service,1
_688,1663111:5,The wine list is also really nice.,wine list,1
_689,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",food,1
_690,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",drinks,1
_691,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",staff,1
_692,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",mileau,1
_693,1664346:2,I would highly recommend this place!,place,1
_694,1671113:0,I have been to Casimir over 5 times and I have always had a great time there.,Casimir,1
_695,1671113:1,The food is great and reasonably priced.,food,1
_696,1671113:1,The food is great and reasonably priced.,food,1
_697,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,-1
_698,1671113:3,"If the weather is nice, try to snag an outside table.",outside table,1
_699,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,1
_700,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,-1
_701,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",unisex bathroom,-1
_702,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,1
_703,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,1
_704,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,1
_705,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,1
_706,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,1
_707,1702257:0,Nice Family owned traditional restaurant.,restaurant,1
_708,1702257:1,Fresh ingredients and everything is made to order.,ingredients,1
_709,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,1
_710,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",food,1
_711,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",salmon dish,1
_712,1706644:2,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,1
_713,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",dim sum,0
_714,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,1
_715,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,1
_716,1706644:5,"Overall, excellent restaurant!",restaurant,1
_717,1707201:1,The food was good.,food,1
_718,1707201:2,The place was nice and calm.,place,1
_719,1707201:3,but the service was a bit slow.,service,-1
_720,1707741:1,The buffet had a nice selection.,buffet,1
_721,1707741:2,The food was average or above including some surprising tasty dishes.,food,1
_722,1707741:2,The food was average or above including some surprising tasty dishes.,dishes,1
_723,1707741:3,Service was also very good.,Service,1
_724,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,1
_725,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,1
_726,1710746:1,"I would recommend Roxy's for that, but not for their food.",food,-1
_727,1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,0
_728,1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,-1
_729,1710746:6,I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll,0
_730,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,-1
_731,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",place,1
_732,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,-1
_733,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,-1
_734,1713185:2,And the Tom Kha soup was pathetic.,Tom Kha soup,-1
_735,1713185:3,If you want good authentic Thai this place is not the place to go.,Thai,-1
_736,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,1
_737,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,1
_738,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",spicy Italian cheese,1
_739,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,1
_740,1719567:0,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,1
_741,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,1
_742,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,1
_743,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,1
_744,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,1
